admin3,label
0285,Intelligence and Security Service
0289,National Social Insurance House
0296,Ministry of Information and Communication Technology
0297,Center for Combating Economic Crimes and Corruption
0301,Agency Public Prioprietatii the Ministry of Economy and Commerce
0310,Licetiere room
0312,Alternative Direction Service
0322,National Medical Insurance Company
0334,State Agency for Innovation and Technology Transfer
0335,Chisinau Court of Appeal
0336,Balti Court of Appeals
0337,Court of Appeals Bender
0338,Court of Appeals Cahul
0339,Court of Appeals Comrat
0402,Water Agency Moldova
0453,National Agency for Competition Protection
0454,National Council for Accreditation and Attestation
0455,National Center for Protection of Personal Data
0456,Farmaco SA joint venture
0457,Joint Stock Company San Prime Farm-
1004,Auto Base Government Office RM
1005,Directorate General for administration buildings Moldovan Government
1036,State Tax Inspectorate
1049,Financial control and Reserves
1051,A banking College Diordita Chisinau
1085,Agro-Industrial College Riscani
1094,College of Animal Husbandry and Veterinary Medicine Bratuseni
1112,Soroca Agricultural Technical College
1127,S.Svetlii Agricultural Technical College
1132,National College of Viticulture and Winemaking in Chisinau
1136,Hincesti Construction College
1143,Republican Veterinary Diagnostic Center
1145,Moldova's State Commission for Plant Variety Testing
1156,Agricultural College s.Taul Donduseni
1157,Special service on active influences p-u
1161,Center for Education Methodology
1162,Agro-Industrial College of Grinauti
1163,Lyceum Agrarian Agrarian University
1166,State Inspectorate for alcoholic production Supraveherea
1175,Labour Inspection
1179,Rehabilitation Centre for disabled s.Cocieri Dubasari
1180,"Psycho-neurological boarding s.Cocieri, r-nul Dubasari"
1181,Republican asylum for disabled and retired mun.Chisinau
1185,Sanatorium for children Sergeevca
1188,BSM no. 9 Comrat
1191,School perfected the medical and pharmaceutical workers with secondary education
1193,State University of Medicine and Pharmacy N. Moldovan Testemiteanu
1197,Republican Council vitality medical expertise
1198,National Center for Sports Medicine Atletmed
1201,Placement and Rehabilitation Center for children young age
1203,Medicines Agency
1209,National Center for Health Management
1212,National Blood Transfusion Center
1216,BSM no. 6 Balti
1217,BSM No.1 Curchi
1218,College of Medicine Ungheni
1219,National Centre for Preventive Medicine
1220,Special based medical supply
1221,BSM no. 5 Balti
1222,Children's Recovery Center-Long Ceadir
1224,College of Medicine educational institution Balti
1226,College of Medicine city.Cahul
1227,BSM no. 4 Noi
1228,Forensic Center
1229,Sanatorium for children Tirnova Donduseni tuberculioza
1231,"National College of Medicine and Pharmacy, Chisinau"
1235,College of Medicine Orhei
1240,House Republican artistic creation of youth culture and student
1243,Vocational school for deaf
1244,Vocational school for the blind
1245,Vocational school for deaf
1246,School children and students sporting reserves Dubacari Olympic table tennis
1248,Vocational School Cricova N3
1249,Vocational School Cricova N2
1252,High school boarding sports profile Republican
1253,Repub educational museum.
1254,Medical-pedagogical consultation psihologo
1259,Boarding school for orphans and children left without parental care in or.Bender
1260,Alexander the Good or Highschool. Bender
1268,Extra steps
1272,Republican Specialized School of riding and modern pentathlon
1273,Republican school children and students to fight Olympic Reserves
1274,Republican Specialized School Sports Football
1279,Teacher Training College in or.Lipcani Gh.Asachi
1280,Vocational School Briceni N10
1281,Agro-Industrial College Ungheni
1282,Or vocational school. Nisporeni
1283,House Republican deaf children in mun.Balti
1287,Vocational School s.Lipcani Briceni N5
1288,Vocational School mun.Balti N1
1290,"Vocational School, Ocnita"
1291,Auxiliary boarding school Congaz Comrat
1292,Or.Telenesti professional school
1293,N16 v. Valley Vocational School Singerei Fortune
1294,Stefan-Voda professional school
1295,Rezina professional school
1297,Vocational School com.Cuhurestii Upper Floresti
1301,Or vocational school. Soroca
1303,Polytechnic College in Balti
1304,Vocational School N5 Balti
1306,Auxiliary boarding school Telenesti
1307,Boarding school for orphans and children left without parental care
1309,Vocational School mun.Balti N4
1310,Light Industry College of Balti
1311,Average Republican special boarding school with department for the blind and low frequency without seeing Balti
1312,Auxiliary boarding school Rezina
1313,Sanatorium-type boarding school gymnasium for children with psycho-neurological diseases Cinisenti
1315,Gymnasium-boarding school for orphans and children left without parent care Straseni
1316,Vocational School or.Criuleni N1
1319,Sanatorium-type boarding school gymnasium for children with psycho-neurological diseases Drochia
1320,Average boarding school necomplecta s.Vascauti Kamenka
1322,Vocational School Soroca N4
1324,Teachers College Michael Ciachir Comrat
1325,School Football
1326,Education institution Vocational School No.10 mun.Chisinau
1329,Vocational School Bubuieci
1332,Auxiliary s.Crihana-old boarding school Cahul
1333,N1 Vocational School Child
1335,Moldova State University
1339,Centralized accounting TEM
1342,Vocational School or.Cupcini N1
1343,Vocational School Taraclia
1344,Vocational School mun.Balti N2
1345,Vocational School mun.Balti N3
1348,N6 professional school educational establishments mun.Chisinau
1349,Technical University of Moldova
1350,Vocational School N2 city.Cahul
1351,Vocational school district Edinet or.Cupcini N2
1353,Causeni professional school
1354,Or vocational school. Ungheni
1355,Vocational School Glodeni N17
1356,Joint vocational school district Alexandreni Singerei
1359,S.Corbu vocational school district Donduseni
1360,Orfelenatul of Cernoleuca Donduseni
1361,College of Microelectronics and Computer Tecnica
1362,I.I. Vocational School No. 7 mun.Chisinau
1363,Alexei Mateevici Chisinau Pedagogical College
1364,Ecology College in Chisinau
1365,Academy of Economic Studies
1366,Carpineni professional school
1367,Boarding school for orphans and children left without parental guardianship Falesti
1368,S.Zguruta vocational school district Drochia
1369,Highschool Evrica
1370,Auxiliary boarding school for orphans s.Visoca
1371,Or.Floresti professional school
1372,Or.Marculesti professional school
1373,Vocational School N13 s.Ciumai Taraclia
1374,Vocational School N1 city.Cahul
1375,Professional School of Ceadir Lunga
1376,Auxiliary boarding school for orphans and children left without guardianship Ceadir father-Long
1377,School Auxiliary regime Moldova Grinauti Ocnita
1378,School profesoinala Orhei
1379,Jimnaziul boarding Orhei
1380,V. Lupu Orhei Teachers College
1381,N9 professional school
1383,"Alexander the Good Teacher Training College, Calarasi"
1384,Special boarding school for children with hearing problems the district of Calarasi s.Hirbovat
1385,Vocational school in town. Calarasi
1386,Institution of Professional School Ivatamint mun.Chisinau N4
1388,Or.Vulcanesti professional school
1389,Or.Riscani professional school
1390,Education institution Vocational School mun.Chisinau N8
1391,Vocational educational institution N2 mun.Chisinau School
1395,Vocational education institution College mun.Chisinau N2
1396,Vocational School mun.Chisinau N5
1398,"Vocational School, mun.Comrat, UTA Gagauzia"
1399,Vocational School s.Viisoara N12
1400,Informatics College in Chisinau
1401,Or.Drochia professional school
1402,Republican Club Chess and Checkers
1403,Vocational School N9 Falesti
1404,Or.Leova professional school
1405,Boarding school Leova
1408,Hincesti professional school
1409,Vocational School N6
1410,Auxiliary boarding school Tocuz
1411,Auxiliary boarding school Salt-Yellow
1413,A. Russo Balti State University
1414,Special boarding school for children with hearing defictente Cahul
1415,Vocational School N11 s.Danceni Ialoveni
1419,Teachers College Mihai Eminescu Soroca
1420,Vocational School mun.Chisinau N1
1421,Professional education institutions Licueul N1
1422,Or vocational school. Cimislia
1423,Vocational School s.Todiresti Aneni November N8
1424,"Razeni joint vocational school, riaonul Ialoveni"
1426,School forest sanatorium for children with diseases of the cardiovascular system s.Ivancea Orhei
1427,Auxiliary boarding school s.Corten Taraclia
1429,School profile Real Republican
1430,Republican Specialized School Tennis Sports
1433,Gymnasium-boarding school for orphans and children left without parent care Carpineni
1434,Vocational School N5 Chisinau
1435,Educational institution OR Lucian Blaga High School. Tiraspol
1437,Special boarding school for worship. gender. p-ru children with cerebral palsy and consequences of polimilit
1438,High School education institutions Stefan cel Mare in Grigoriopol
1439,Gymnasium Corjevo
1440,Gymnasium Roghi
1446,House - A. Pushkin museum
1447,Music School boarding C. Porumbescu
1450,"College of Arts, Soroca town"
1457,National Museum of Ethnography and Natural History
1458,Museum of Fine Arts
1463,National Museum of Archaeology and History of Moldova
1465,National Library of Moldova
1466,"School of Fine Arts, I. Neurotic"
1468,National Library for Children Ion Creanga
1469,College of Music in Kishinev Stefan Neaga
1470,"National College Choreography, mun.Chisinau"
1471,College of Fine Arts Plamadeala Chisinau
1472,School boarding Republican S. Rachmaninoff music
1473,Orhei Museum Complex
1475,State Agency for protection of public morality
1478,College of Music and Pedagogy
1486,National Center of Folk
1492,Prison No.12 Bender
1493,Prison No.8 Bender
1494,Prison No.4 Cricova
1495,Prison No.10 Goian
1496,Prison No. 2 Lipcani
1497,Prison No.6 Soroca
1498,Penitentiary no.17 Rezina
1500,Departamenrul Penitentiary Institutions
1501,Penitentiary no.13 Chisinau
1502,Rusca Prison No.7
1503,National Judicial Examination Center of the Ministry of Justice
1504,Prison Baby No.9
1505,Prison Baby No.16
1509,Prison No. 5 Cahul
1510,Prison No.3 Leova
1511,Penitentiary no.15 Cricova
1512,Prison No. 11 in Balti
1513,Educational Center of the Department of Penitentiary Institutions
1514,Penitentiary no.18 Branesti
1516,No.1 Prison Taraclia
1519,3 Motorized Infantry Brigade city.Cahul
1520,Armed Forces Military Institute
1521,Aircraft based Floresti
1525,Base fuel storage national army
1527,Artillery battalion
1529,National Army General Staff
1531,Hawking anti-aircraft missiles
1532,Central Army House National
1535,Consultative-Diagnostic Center
1536,Guard Battalion
1539,Central Sports Army Club
1543,Central Military Hospital
1546,Two motorized infantry brigade
1549,Motorized Brigada1infanterie
1551,"Base storage equipment, weapons and military heritage or.Floresti"
1558,Central Sports Club Dynamo
1561,POLICE Riscani sector CGP mun.Chisinau
1563,Commissioner General of Police of Chisinau
1565,Stefan cel Mare Academy of MIA
1572,POLICE mun.Chisinau CGP Botanica
1573,Police Commissariat of CGP mun.Chisinau Centru
1574,POLICE Ciocana of CGP mun.Chisinau
1577,POLICE Buiucani sector of CDP mun.Chisinau
1578,Medical Direction of MAI RM
1583,Police Department Transportation
1585,Department carabiner troops
1593,Center for Temporary Placement of minors
1605,CPR Taraclia
1616,Moldovan National Commission for UNESCO
1625,"5101 Special Items, 5102"
1626,State Inspection in Construction
1687,State Ecological Inspectorate
1697,Fisheries Service
1705,Institute of Chemistry
1707,Institute of Mathematics and Computer Science
1714,Botanical Garden Institute of the Academy of Sciences of Moldova
1719,"Institute of History, State and Law"
1722,Institute of Applied Physics
1723,Institute of Physiology and Sanocreatology
1725,Institute of Zoology of Academy of Sciences
1728,Power Institute
1731,Andrew Lupan Central Scientific Library of the Academy of Sciences of Moldova
1794,Aggregate Liman
1795,BRTM Orhei
1819,Center for Hygiene and Epidemiology Association of curative and rehabilitation sanatoria
1845,Interior Directorate of State Commitments
1847,Direction of external finance and debt
1850,Engineer Battalion
1861,Situations direction Exeption Cahul
1863,Direction Statements ATO Gagauzia Exeption
1865,Situations direction Exeption Soroca
1867,Situations direction Exeption Edinet
1868,Situations direction Exeption Balti
1873,Situations direction Exeption Orhei
1875,N1-operative Mobile Brigade troops carabiner
1876,Brigade No. 2 mobile-operative Carabinieri troops
1877,Army Unit 1006
1885,U.m. CTD 1045
1889,Rehabilitation Center for Children Phtisiopneumology Cornesti
1890,Trial Court Ciocana Chisinau
1891,Association based self-healing and recovery sanatoria device Moldovan Government
1894,Mihai Eminescu Highschool Dubasari
1895,Trial Court Riscani Chisinau
1896,Direction Forces Guard and escort to Deparatm. penitentiary institutions of M.J.
1897,Trial Court Chisinau Center
1898,Special purpose police squad with Flash
1900,Moldovan Embassy in Belgium
1902,Moldovan Embassy in Belarus
1903,Moldovan Embassy in Ukraine
1904,Moldovan Embassy in Hungary
1905,Moldovan Embassy in Austria
1906,Moldovan Embassy in Turkey
1907,Moldovan Embassy in PR China
1908,Moldovan Embassy in France
1909,Moldovan Embassy in Poland
1910,Moldovan Embassy in Israel
1911,Moldovan Embassy in Germany
1912,Moldovan Embassy in Bulgaria
1913,Moldovan Embassy in Russia
1914,U.S. Embassy Moldova
1915,Moldovan Embassy in Romania
1916,Besides the UN Permanent Representation New York
1917,Permanent representation in Geneva near UN
1918,The Permanent Mission of Moldova P / L EC Strasbourg
1919,Moldovan Consulate Frankfurt
1920,Mun.Chisinau court Botanica
1963,SE Chisinau Glass Factory
1989,S.A. Vorniceni Straseni
1996,Moldova State Company TEC -2
2008,S.A. Carnevarus Singerei
2069,Micarnes Association Cimislia
2103,Integrated collection and processing of cereals Falesti
2104,Friendship production Coperativa Glodeni
2171,S.A. Foreign poultry Boldures Nisporeni
2178,S.A. Voda's Vad poultry Criuleni
2181,S.A. Roso poultry s.Floreni Noi
2197,Department of Automation int.de
2483,Moldovan Embassy in Italy
2486,College buildings in Chisinau
2487,Technology College in Chisinau
2488,Transport College in Chisinau
2489,Education institutions in Balti Railway Technical College
2507,National Book Chamber of the Republic of Moldova
2510,State Enterprise State Administration of Road
2528,State Enterprise Moldtranselectro
2531,Moldovan Customs Service
2532,Chisinau Customs Office
2533,Cahul Customs Bureau
2536,Ungheni Customs Bureau
2540,Briceni Customs Bureau
2541,Bender Customs Bureau
2544,Leuseni Customs Bureau
2551,Center for material-technical supply of the prison system
2552,Extrabudgetary fund for manual
2631,Institute of Education Sciences
2632,Chisinau State Tax Inspectorate
2642,State Tax Inspectorate on Gagauz autonomy
2675,DAI UTA Gagauzia
2716,U.m. CTD 1003
2719,Rescue Detachment-lock no.1
2721,Situations direction Exeption Hincesti
2722,Situations direction Exeption Ungheni
2723,Preventive Medicine Center Chisinau
2732,Preventive Medicine Center Taraclia
2795,Legal Information Center
2815,Communications and Information Center of the General Staff
2824,The psycho-neurological boarding com.Badiceni
2825,Psycho-neurological boarding j.Edinet
2826,Psycho-neurological boarding
2827,Boarding house for mentally disabled children (bytes) Orhei
2853,Republican Center for the recovery of invalids and pensioners Hope
2854,Recovery Centre Victoria invalids and pensioners of the RM
2862,Central device MA
2869,S.A. Vialtos Cantemir
2870,"Limited Liability Company, Agro s.Sadaclia Sadac Cimislia"
2872,Limited Liability Company Crocmaz Agro s.Crocmaz Causeni
2878,Trial Court Buiucani
2887,Trial Court Balti
2892,Trial Court Soroca
2908,Boarding house for children with mental
2909,District Court Bender
2910,Trial Court Noi
2911,Trial Court Basarabiasca
2912,Trial Court Briceni
2913,Trial Court Cahul
2915,Trial Court Cantemir
2917,Trial Court Calarasi
2918,Trial Court Causeni
2919,Ceadir-Long Trial Court
2920,Trial Court Cimislia
2921,Trial Court Comrat
2922,District Court Criuleni
2923,District Court Donduseni
2924,Trial Court Drochia
2925,Trial Court Dubasari
2926,Trial Court Edinet
2927,District Court Falesti
2928,Trial Court Floresti
2929,District Court Glodeni
2930,Trial Court Hincesti
2931,Trial Court Ialoveni
2932,Trial Court Leova
2933,Trial Court Nisporeni
2934,Trial Court Ocnita
2935,Trial Court Orhei
2936,Trial Court Rezina
2937,Trial Court Riscani
2938,Trial Court Singerei
2939,Trial Court Straseni
2940,Trial Court Soldanesti
2941,Trial Court Stefan Voda
2942,District Court Taraclia
2943,Judges Telenesti
2944,District Court Ungheni
2945,Trial Court Vulcanesti
2952,Direction lending
2992,MA Department of features
2994,Subdiviziunele besides DTC
2995,Bender CPM
2997,Firefighters and rescuers Ciocana Detachment
2998,Firefighters and rescuers Center Detachment
2999,Firefighters and rescuers Buiucani Detachment
3000,Firefighters and rescuers Botanical Detachment
3001,Firefighters and rescuers Riscani Detachment
3002,Situations direction Exeption mun.Chisinau
3071,Stefan Voda now municipal heating networks
3073,Polytechnic College in Chisinau
3077,Transport and Technical Center and DGLA D MORE
3085,School boxing s.Grimancauti
3092,Electoral Council of Chisinau municipal election district No. 1
3093,Electoral Council election Balti No.1
3095,Electoral district electoral council Noi No.4
3096,Electoral district electoral council Basarabeasca No.5
3097,Electoral district electoral council Briceni No.6
3098,Electoral Council election Cahul No.7
3099,Electoral Council's electoral district No. 8 Cantemir
3100,Electoral Council's electoral district No. 9 Calarasi
3101,Electoral Council election Causeni No.10
3102,Electoral Council election Cimislia no.11
3103,Electoral Council election Criuleni No.12
3104,Electoral Council election district no.13 Donduseni
3105,Electoral Council's electoral district No. 14 Drochia
3106,Electoral Council election Dubasari no.15
3107,Electoral Council's electoral district No. 16 Edinet
3108,Electoral Council election district no.17 Falesti
3109,Electoral Council election Floresti no.18
3110,Electoral Council's electoral district No. 19 Glodeni
3111,Electoral Council's electoral district No. 20 Hincesti
3112,Electoral Council election Ialoveni nr.21
3113,Electoral Council's electoral district No. 22 Leova
3114,Electoral Council election Nisporeni no.23
3115,Electoral Council's electoral district No. 24 Ocnita
3116,Electoral Council's electoral district No. 25 Orhei
3117,Electoral Council election district no.26 Rezina
3119,Electoral district electoral council Singerei nr.28
3120,Electoral Council's electoral district No. 29 Soroca
3121,Electoral Council's electoral district No. 30 Straseni
3122,Electoral Council's electoral district No. 31 Soldanesti
3123,Electoral Council's electoral district No. 32 Stefan Voda
3124,Electoral Council election district no.33 Taraclia
3125,Electoral Council's electoral district No. 34 Telenesti
3126,Electoral Council's electoral district No. 35 Ungheni
3127,Electoral Council election Gagauz autonomy No. 36
3140,CPR Dubasari
3141,CPR Ialoveni
3142,CPR Straseni
3143,CPR Criuleni
3144,CPR Noi
3145,CPR Stefan Voda
3146,CPR Calarasi
3147,CPR Nisporeni
3148,CPR Ocnita
3149,CPR Basarabeasca
3150,CPR Cimislia
3151,CPR Leova
3152,CPR Cantemir
3153,CPR Donduseni
3154,CPR Briceni
3155,CPR Drochia
3156,CPR Telenesti
3157,CPR Rezina
3158,CPR Soldanesti
3159,CPR Falesti
3160,CPR Riscani
3161,CPR Singerei
3162,CPR Glodeni
3164,CPR Causeni
3165,CPR Ungheni
3166,CPR Edinet
3167,CPR Hincesti
3168,CPR Cahul
3169,CPR Orhei
3170,CPM Balti
3172,CPR Soroca
3173,CPR Floresti
3174,NORTH Customs Bureau
3175,Noi Preventive Medicine Center
3176,Preventive Medicine Center Basarabeasca
3177,Preventive Medicine Center Briceni
3178,District Preventive Medicine Centre Cahul
3179,Preventive Medicine Center Cantemir
3180,Preventive Medicine Center Calarasi
3181,Preventive Medicine Center Causeni
3182,Preventive Medicine Center Cimislia
3183,Long Ceadir Preventive Medicine Center
3184,Preventive Medicine Center Criuleni
3185,Preventive Medicine Center Comrat UTA Gagauzia
3186,Preventive Medicine Center Donduseni
3187,District Preventive Medicine Centre Drochia
3189,Preventive Medicine Center Edinet
3190,Preventive Medicine Center Falesti
3191,Preventive Medicine Center Floresti
3192,Preventive Medicine Center Glodeni
3193,Preventive Medicine Center Hincesti
3194,Preventive Medicine Center Ialoveni
3195,Preventive Medicine Center Leova
3196,Preventive Medicine Center Nisporeni
3197,Preventive Medicine Center Ocnita
3198,Preventive Medicine Center Orhei
3199,Preventive Medicine Center Rezina
3200,Preventive Medicine Center raoinal Riscani
3201,Preventive Medicine Center Singerei
3202,Preventive Medicine Center Soroca
3203,Preventive Medicine Center Straseni
3204,Preventive Medicine Center Soldanesti
3205,Preventive Medicine Center Stefan Voda
3206,Preventive Medicine Center Telenesti
3207,Preventive Medicine Center Ungheni
3208,Preventive Medicine Center Vulcanesti
3209,Preventive Medicine Center Balti
3213,State Tax Inspectorate on Balti
3214,State Tax Inspectorate on Republic Noi
3215,State Tax Inspectorate on Basarabeasca R.
3216,State Tax Inspectorate on Briceni
3217,State Tax Inspectorate on Cahul
3218,State Tax Inspectorate on r. Cantemir
3219,State Tax Inspectorate on r. Calarasi
3220,State Tax Inspectorate on Causeni R.
3221,State Tax Inspectorate on Cimislia R.
3222,State Tax Inspectorate on Criuleni R.
3223,State Tax Inspectorate on Donduseni R.
3224,State Tax Inspectorate on Drochia R.
3225,State Tax Inspectorate on Dubasari
3226,State Tax Inspectorate on Edinet
3227,State Tax Inspectorate on Falesti
3228,State Tax Inspectorate on Floresti R.
3229,State Tax Inspectorate on Glodeni R.
3230,State Tax Inspectorate on Hincesti R.
3231,State Tax Inspectorate on Ialoveni
3232,State Tax Inspectorate on Leova R.
3233,State Tax Inspectorate on Nisporeni
3234,State Tax Inspectorate on Ocnita R.
3235,State Tax Inspectorate on Orhei
3236,State Tax Inspectorate on Rezina
3237,State Tax Inspectorate on Riscani R.
3238,State Tax Inspectorate on Singerei R.
3239,State Tax Inspectorate on Soroca
3240,State Tax Inspectorate on Straseni R.
3241,State Tax Inspectorate on Soldanesti R.
3242,State Tax Inspectorate on Republic of Stefan Voda
3243,State Tax Inspectorate on Taraclia R.
3244,State Tax Inspectorate on Telenesti R.
3245,State Tax Inspectorate on Ungheni R.
3246,Statistics Directorate of November Anenii
3247,Statistics Directorate of the district Basaraeasca
3248,Statistical Directorate Briceni district
3249,Statistical Directorate Cahul
3250,Statistics Directorate of Cantemir district
3251,Statistics Directorate of the district of Calarasi
3252,Statistical Directorate Causeni
3253,Statistical Department Cimislia
3254,Statistical Directorate Criuleni
3255,Department for Statistics of District Donduseni
3256,Statistical Directorate Drochia district
3257,Statistical Department Dubasari district
3258,Statistical Directorate Edinet district
3259,Statistics Directorate of the district Falesti
3260,Statistics Directorate of the District Floresti
3261,Statistical Department Glodeni district
3262,Statistics Directorate of the district Hincesti
3263,Statistical Directorate Ialoveni
3264,Department for Statistics of District Leova
3265,Statistical Department Nisporeni
3266,Statistical Directorate Ocnita
3267,Statistical Directorate Orhei
3268,Statistical Directorate Rezina
3269,Department for Statistics of District Riscani
3270,Statistics Directorate of the district Singerei
3271,Statistical Directorate Soroca
3272,Statistics Directorate of the district Straseni
3273,Department for Statistics of District Soldanesti
3274,Statistics Directorate of the district of Stefan Voda
3275,Statistical Directorate Taraclia region
3276,Statistical Directorate Telenesti
3277,Statistics Directorate Ungheni
3278,Statistics Directorate of ATU Gaguzia
3279,General Directorate for Statistical mun.Chisinau
3280,Statistical Directorate Balti
3366,National Centre for Reproductive Health and Medical Genetics
3367,Temporary Placement and Rehabilitation Center for Children
3370,District Economic Court
3371,Moldovan Embassy in Greece
3372,Moldovan Embassy in UK
3373,Moldovan Embassy in Portugal
3376,Balti School Athletics
3377,Donduseni School Sports
3378,Ungheni School Sports
3379,Cahul Weightlifting School Sports
3380,School Sport Judo Sambo
3381,Acrobatic sport of Rugby School
3382,Specialized Sports School rowing mun.Chisinau
3383,Cycling School
3384,School Athletics
3385,"SSSRCJRO boxing, wrestling and kicboxing"
3386,School Swimming Sports
3390,National Viticultural and Winery now state-Fri
3393,Municipal Water Company Director - Channel Orhei
3394,Water Production Manager - Channel Stef Voda
3395,Direction of aqueducts and sewage Soroca
3396,Municipal Water Company - Canal Cahul
3397,Glass Container Company SA joint venture
3399,Detachamentul Panther special-purpose
3400,Republican Center Training
3408,Trial Court Slobozia
3409,Trial Court Grigoriopol
3410,Trial Court Ribnita
3411,RM Mission EU Brussels
3413,SE Moldelectrica
3427,Moldovan Embassy in Sweden
3428,Moldovan Embassy in Latvia
3429,Moldovan Embassy in Azerbaijan
3453,Moldovan Embassy in Czech Republic
3455,Moldovan Embassy in Lithuania
3456,Moldovan Embassy in Estonia
3457,Olympic reserve sports school
3459,Municipal Water Company Director - Channel - Balti
3460,Center for Temporary Placement of children at risk Azimut
3461,Center for Children with Special edicative cerentele Hope
3462,"Centre for rehabilitation and social protection for children at risk, or.Taraclia"
3463,Center for Combating Human Trafficking
3464,External Cooperation Department
3466,Center of Information Technologies in Education
3467,Institute of Plant Protection and Ecological Agriculture
3468,Institute of Geology and Seismology
3469,Institute for European Integration and Political Science
3470,Institute of Electronics Engineering and Industrial Technologies
3472,Institute of Ecology and Geography
3473,Institute of Genetics and Plant Physiology
3474,Institute of Microbiology and Biotechnology
3475,Institute of Philology of the Academy of Sciences of Moldova
3476,Department of Migration of MIA
3477,"Institute of Economy, Finance and Statistics"
3478,Heritage Institute
3481,Rehabilitation center for severely disabled children of musculoskeletal
3482,Industrial-Pedagogical College Cahul
3483,Centralized accounting Sports Agency of the Republic of Moldova
3484,Public institution Capitana port Giurgiulesti
3485,National Institute of Justice
3486,National Agency for Employment
3487,Employment Agency of the Republic Noi
3488,Employment Agency of r.Basarabeasca
3489,Employment Agency of Briceni
3490,Employment Agency of Cahul
3491,Employment Agency of r. Cantemir
3492,Employment Agency of r. Calarasi
3493,Employment Agency of the Republic Causeni
3494,Employment Agency of the Republic Cimislia
3495,Employment Agency of the Republic Criuleni
3496,Employment Agency of the Republic Donduseni
3497,Employment Agency of the Republic Drochia
3498,Employment Agency of the Republic Dubasri
3499,Employment Agency of Edinet
3500,Employment Agency of Falesti
3501,Employment Agency of the Republic Floresti
3502,Employment Agency of the Republic Glodeni
3503,Employment Agency of the Republic Hincesti
3504,Employment Agency of Ialoveni
3505,Employment Agency Leova
3506,Employment Agency of Nisporeni
3507,Employment Agency of the Republic Ocnita
3508,Employment Agency of Orhei
3509,Employment Agency of the Republic Rezina
3510,Employment Agency of the Republic Riscani
3511,Employment Agency of the Republic Singerei
3512,Employment Agency of Soroca
3513,Employment Agency of the Republic Straseni
3514,Employment Agency of the Republic Soldanesti
3515,Employment Agency of the Republic of Stefan Voda
3516,Employment Agency of the Republic Taraclia
3517,Employment Agency of the Republic Telenesti
3518,Employment Agency of Ungheni R.
3519,Employment Agency of mun Chisnau
3520,Employment Agency of mun.Balti
