admin5,label
0096,Falesti Directorate for Social Assistance and Family and Child Protection
0097,Albinetul Vechi Auxilliary Boarding School
0098,Mayoralty of Telita
0099,Kindergarten Recea
0100,Drochia Psychopedagogical Assistance Service
0101,Kindergarten Sturzeni
0102,Central Accounting Viscauti
0103,Art School for Children Marandeni
0104,Central Accounting Bolohan
0105,Kindergarten Saptebani
0106,Chiscareni School Musical
0107,Kindergarten Galaseni
0108,Drochia Secondary Education Service
0109,Highschool s.Catranic
0110,Kindergarten Petruseni
0111,Central Accounting Pohorniceni
0112,Kindergarten Basil
0113,Kindergarten no. 1 Dominteni
0114,Rezina Directorate for Social Assistance and Family Protection
0115,Department Rezina culture
0116,Finance Directorate Rezina
0117,Rezina Economy Section
0118,"Rezina Education, Youth, and Sports Directorate"
0119,Rezina Agriculture and Food Section
0120,Kindergarten Suri November
0121,Rezina Population Fund support
0123,Maintaining public order Pelin
0124,Direction of maintenance of administrative buildings Rezina
0125,Action Youth and Sports Drochia
0126,"Building Department, and municipal roads Rezina"
0127,Rezina archive service
0128,Methodical Centre of Educational Directorate Rezina
0130,District Education Directorate of the Central Accounting Rezina
0132,Drochia water rescue station
0133,White Moor Children's Theatre Cenac
0134,The Dance Ensemble spring Cimislia
0135,Basil Moldovan folk band Ialpujeni
0136,Folk Artist Wedding Selemet
0137,Kindergarten no. 2 Dominteni
0138,Central Contabitatea New Saharna
0139,Central Contabitatea Solonceni
0140,Social service home Cahul
0141,Community Center w / u Lapusna Children and Youth
0142,Central Contabitatea Busauca
0144,Central Contabitatea Lalova
0145,Central Contabitatea Meseni
0146,Commission medical expert capacity mincii Cahul
0147,Central Contabitatea Gordinesti
0148,Asylum old Cahul
0149,Central Contabitatea Pripiceni-yeomen
0150,Soldanesti Directorate for Social Assistance and Family and Child Protection
0151,Department Soldanesti culture
0152,Administration of the mayoralty of Telita
0153,Social service home Singerei
0154,Singerei Directorate for Social Assistance and Family Protection
0155,Eminescu Highschool Singerei
0156,Community center Homor≤dszentpΘter
0157,Vasieni Geriatric Center
0158,Kindergarten no. 3 Homor≤dszentpΘter
0159,Finance Directorate Soldanesti
0160,Club Popestii November
0161,Highschool A. Agapie Melons
0162,Sectors and reforms Soldanesti
0163,Family-type foster home Vera Pantea Calinesti
0164,Sofia Kindergarten
0165,Cultural Hall in November Borosenii
0166,Snowdrop Nursery Corlateni
0168,Kindergarten Mihaileni
0169,Kindergarten Licurici a Pelin
0170,Pelin popular team
0171,Mayoralty of Zolotievca
0172,Administration of the mayoralty of Zolotievca
0173,Mayoralty of the municipality of Balti
0174,Economic and financial direction mun.Balti
0175,Kindergarten Paicu
0176,Kindergarten Hulubas Corlateni
0178,Mayoralty of Balcauti
0179,Administration of the mayoralty of Balcauti
0180,Mayoralty of Bogdanesti
0181,Administration of the mayoralty of Bogdanesti
0182,Mayoralty of Bulboaca
0183,Accounting Central Directorate of Culture mun.Chisinau
0184,General Directorate of public transport and communication ways Chisinau Municipal Council
0185,Library Magurele
0186,Community center Sinesti
0187,Community center Mircesti
0188,Library Frasinesti
0189,No library. 2 Pirlita
0190,Kindergarten Floreni
0191,Community center Floreni
0192,Kindergarten sounding
0193,Library sounding
0194,No library. 2 Cornesti
0195,Home district culture Nisporeni
0196,Kindergarten Chirileni
0197,Central Accounting Boghenii November
0198,"General Directorate of Education, Youth and Sports Soldanesti"
0199,Central Accounting Cioropcani
0201,Central Accounting Hircesti
0202,No.10 Middle School
0203,Primary school No. 16 Sadovoe
0204,Boarding school with special Balti
0205,Direction of agriculture and food Soldanesti
0206,Balti Eminescu Highschool
0207,Highschool N. Gogol Balti
0208,Ling High School. D. Balti Contemir
0209,Highschool Hajdeu Balti
0210,Central Accounting Petresti
0211,Library Borciag
0212,Central Accounting Untesti
0213,Central Accounting Zagarancea
0214,Central Accounting Cornesti
0215,Central Accounting Varzaresti
0216,Folk band Bogheana Cisla-Prut
0217,Central Accounting Chirileni
0218,Drochia Service for Family Support and Reintegration
0219,Toceni Family-Based Children's Home (Golovani)
0220,Tolica Professional Assistant Parents (Tutuianu)
0222,Drochia Professional Assistant Parents Service
0223,Drochia Information and Services Community Bureau
0224,Otaci Children's Library
0225,Kindergarten Egoreni
0226,Soldanesti Population Fund support
0227,Dolna recreation camp for children
0228,"Ion si Doina Aldea-Teodorovici Gymnasium No. 5, Orhei"
0229,Community Center Salt-Yellow social
0231,Amigo Carpineni Social Reintegration Center for Youth
0233,Pro-District Center Maternal FeminaHincesti
0234,Social center of the child and family Hincesti Credo
0235,Management Resource Center and the investments Cocieri
0236,Servicing of administrative buildings Soldanesti
0237,Soldanesti Land Management and Cadastre Service
0238,Administration of the mayoralty of Bulboaca
0239,Kindergarten Bratianovca
0240,Children's Library Salt-Yellow
0241,Sports and Fitness Camp Hincesti
0242,Hincesti Sports Stadium
0243,"Building Department, and municipal roads Soldanesti"
0244,Cotiujenii Mari Children's Library
0245,Lia Abaclia folk dance ensemble
0246,Theatre for Children Snowdrop Mingir
0247,Folklore group Giurgiuleanca Giurgiulesti
0248,Ciuciuleni History Museum
0249,Personal Social Assistance Service Falesti
0250,Community Mediation Service Falesti
0251,Personal Assistance Service Magdacesti
0252,Community Mediation Service Magdacesti
0253,Support and Reintegration Service Cimislia
0254,Balti House Creative Children
0256,Social service home mun.Balti
0257,"Directorate of Education, Youth and Sports mun.Balti"
0258,Community Mediation Service Cimislia
0259,Balti Family Medical Center
0260,Culture House Unchitesti
0261,Balti Hospital
0264,"Roscani Information, Integration, and Social Assistance Services Community Center"
0267,Folk music band dances Slobozia Mare Hearth
0268,Art School C. Porumbescu mun.Balti
0270,Library Sadovo
0271,Elizaveta Library
0272,Department of social service at home Hincesti sistenta
0273,Placement Center Grand Pacurasii Cotujenii
0274,Social service department specialized Hincesti
0275,"Gh. Enescu School of Music, Balti"
0276,Vad-cultural club Rascov
0277,E. Coseriu Balti Municipal Library
0278,Museum of History and Ethnography mun.Balti
0279,Municipal Palace of Culture Balti
0280,Elizaveta Cultural Hall
0281,Community center Sadovo
0282,Flacara Balti Culture Center
0283,Balti Craftsman Culture Center
0285,"Special sport school, boxing, dumbbell and fight Balti"
0286,Lipnic Kindergarten
0287,School Sports Football Balti
0288,Balti Chess School Sports
0289,No school sport. A Balti
0290,Mayoralty of Borosenii Noi
0291,Central Accounting Borosenii November
0292,Gymnasium Borosenii November
0293,Socola Socoleanca artistic team
0294,Centralized accounting sections of the public education sector Riscanovca Chisinau
0295,Library Borosenii November
0296,Mayoralty of Braniste
0297,Central Accounting Braniste
0298,Centralized accounting sections of the public education sector Buiucani Chisinau
0299,Centralized accounting sections of the public education sector Chisinau Center
0300,Centralized accounting sections of the public education Ciocana Chisinau
0301,Community center Braniste
0302,Library Braniste
0303,Mayoralty of Vasileuti
0304,Central Accounting Basil
0305,Basil Gymnasium
0306,Drochia Community Mediators Support
0307,Gymnasium Stiubeieni
0308,Tub Gymnasium
0309,Centralized accounting of public education sections Chisinau Botanica
0310,Socio-ecological direction Chisinau Municipal Council
0311,Basil Cultural Hall
0312,Community center Moseni
0313,Community center Stiubeieni
0314,Cultural club kit
0315,Cultural Hall in November Mihailenii
0316,Basil Library
0317,Library Moseni
0318,Library Stiubeieni
0319,Or.Telenesti orphanage (in the family Saharnean Leonid)
0320,Library Mihailenii November
0321,Methodical Centre of Educational Directorate Soldanesti
0323,Accounting Central Directorate of Education Sodanesti
0325,Mayoralty of Corlateni
0326,Central Accounting Corlateni
0327,Corlateni Lyceum
0328,Gymnasium Singureni
0329,Gymnasium Grinauti
0331,Community center Corlateni
0332,Library Corlateni
0333,Children's Library Corlateni
0334,Community center Grinauti
0335,Library Grinauti
0336,Library Singureni
0337,Nufarul Cahul Music and Dance Company
0338,Mayoralty of Mihaileni
0339,Central Accounting Mihaileni
0340,"E. Coseriu Lyceum, Mihaileni"
0341,Gymnasium Mihaileni
0342,Cobilea Children's Library
0343,Community center Mihaileni
0344,Library Mihaileni
0345,Children's Library Mihaileni
0346,Mayoralty of Pelinia
0347,Central Accounting Pelin
0348,Highschool Pelin
0349,Pelin Gymnasium
0350,Raspopeni Children's Library
0351,Pelin Cultural Hall
0352,Pelin Library
0353,Children's Library Pelin
0354,Mayoralty of Racaria
0355,Central Accounting Racari
0356,Gymnasium Racari
0357,Gymnasium Malinovscoe
0358,Usurei Primary School
0359,"A. Lupan Kindergarten and Primary School, Mihuleni"
0360,Soldanesti School of Art
0361,Ease community center
0362,Soldanesti Community Social Assistance Service
0363,Community center Malinovscoe
0364,Ease Library
0365,Library Racari
0366,Ghiliceni orphanage (in the family Hajdeu George)
0367,Library Malinovscoe
0368,Kindergarten Echimauti
0369,Music and dance ensemble heirs Soldanesti
0370,Rumeantev Kindergarten and Primary School
0371,Mayoralty of Pirjota
0372,Central Accounting Pirjota
0373,"V. Ghereg Gymnasium, Pirjota"
0374,Soldanesti Professional Social Assistant Parents Service
0375,Community center Pirjota
0376,Library Pirjota
0377,"Respiro Service, Peresecina"
0378,Mayoralty of Recea
0379,Central Accounting Recea
0380,Recea Lyceum
0381,Alunis Gymnasium
0382,Kindergarten Sverdiac
0383,Bulhac Community Center
0384,Leova Sports Stadium
0385,Rest Camp or Lucifer. Voda's ford
0386,Slobozia-cold cultural club
0387,Community center Sverdiac
0388,Community center Alunis
0389,Community center Sumna
0390,Community center Bulhac
0391,Community center Ceparia
0392,Library Alunis
0393,Library Recea
0394,Camps leased from the town of Vadul lui Voda Dets. Ciocana
0396,Library Sumna
0397,Department of Social Support Fund Vulcanesti
0398,Social Center of the child and family Floresti
0399,Library Maramonovca
0400,Central Accounting Parcani
0401,Central Accounting Sestaci
0402,Glade Central Accounting
0403,Central Accounting Gauzeni
0404,Mayoralty of Sturzeni
0405,Central Accounting Sturzeni
0406,Gymnasium Sturzeni
0407,Cucuietii Old Gymnasium
0408,Popular collective Pelinei
0409,Community center Sturzeni
0411,Library Sturzeni
0412,Kindergarten Nihoreni
0413,Library Alexandresti
0414,Cucuietii Old Library
0415,Asylum for old Nihoreni
0416,Asylum or.Vulcanesti
0417,Department of social and family protection Telenesti
0418,Mayoralty of Hiliuti
0419,Central Accounting Hili
0420,Hiliuti Gymnasium
0421,No kindergarten. 1 Tvardita
0422,Hili Cultural Hall
0423,Hili Library
0424,Mayoralty of Nihoreni
0425,Central Accounting Nihoreni
0426,"C. Popovici Lyceum, Nihoreni"
0427,No kindergarten. 2 Tvardita
0428,Community center Nihoreni
0429,Library Nihoreni
0430,Mayoralty of Saptebani
0431,Central Accounting Saptebani
0432,Saptebani Gymnasium
0433,Malaiesti Kindergarten and Primary School
0434,Gymnasium Galaseni
0435,Gymnasium Petruseni
0437,Stone Mill kindergarten
0438,Stadium District Youth Riscani
0440,Community center Saptebani
0441,Community center Galaseni
0442,Community center Malaiesti
0443,Community center Petruseni
0444,Library Saptebani
0445,"Culture, Youth and Sports Section Telenesti"
0446,Library Galaseni
0447,Gymnasium Sofia
0448,Library Petruseni
0449,Finance Directorate Telenesti
0450,Economy Department Telenesti
0451,Mayoralty of the city of Riscani
0452,Central Accounting Riscani
0454,"D. Cantemir Lyceum, Riscani"
0455,"Mihai Eminescu Theoretical Lyceum, Otaci"
0456,Sirbu orphanage Straseni
0457,"General Directorate for Education, Youth and Sport Stefan Voda"
0458,New Balance Library
0459,Community center Riscani
0460,Ramazan Library
0461,Ramazan Cultural Hall
0462,New Balance community center
0463,Education Department Telenesti
0464,Agriculture and Food Department Telenesti
0465,Mayoralty of the city of Costesti
0466,Central Accounting Costesti
0467,"S. Lucaci Lyceum, Costesti"
0468,Kindergarten Vulcanesti
0469,Kindergarten Verejeni
0471,Community center Costesti
0472,Riscani popular team
0473,Community center Pascauti
0474,Costesti Library
0475,Children's Library Costesti
0476,Andries Hincesti Folk Orchestra
0477,Library Pascauti
0478,Orhei Personal Assistance Service
0480,Library Duruitoarea
0481,Folk music band bow-Yellow Salt
0482,Mayoralty of Sofia
0483,Sofia Central Accounting
0484,Sofia V. Cantemir Lyceum
0485,Collective model colocolicichi Stirceanshie Glodeni
0486,House of Culture Sofia
0487,Sofia library
0488,State Historical-Ethnographic Museum Sofia
0489,Sofia Music School
0490,Mayoralty of Dominteni
0491,Central Accounting Dominteni
0492,"Boris Cosciuc Gymnasium, Dominteni"
0493,Kindergarten Ghiduleni
0494,Community center Dominteni
0495,Library Dominteni
0496,Library Homor≤dszentpΘter
0497,Filipeni Centralized Accounting Office
0498,Telenesti Population Fund support
0499,Mayoralty of Hasnasenii Mari
0500,Grand Central Accounting Hasnasenii
0501,Hasnasenii Mari Gymnasium
0502,"Vasile Bejenaru Gymnasium, Hasnasenii Noi"
0503,Stone Mill Middle School
0504,Lazo Primary School
0505,Roscanii de Jos Kindergarten and Primary School
0506,Cultural Hall in November Hasnasenii
0507,Large community center Hasnasenii
0508,Stone Mill community center
0509,Library Hasnasenii November
0510,Big Hasnasenii Library
0511,Stone Mill Library
0512,Butuceni Public Library
0515,Mayoralty of Balatina
0516,Center for Rehabilitation and Social Integration of elders Ungheni
0517,Kindergarten no. 1 Balatina
0518,Community center Balatina
0519,Old Clococenii community center
0520,Rehabilitation Center for Old Saratenii ivalizi and pensioners
0521,Library Balatina
0522,Kindergarten no. 2 Racova
0523,Central Accounting Balatina
0524,Mayoralty of Danu
0525,Gura Bicului Museum
0526,Kindergarten Danu
0527,Direction of maintenance of administrative buildings Telenesti
0528,Community center Darcauti
0529,"Cobusca Veche Information, Integration, and Social Assistance Services Community Center"
0530,Varnita School of Arts
0531,The service of community social Cimislia
0532,Central Accounting Danu
0533,"Vasile Coroban Gymnasium, Camenca"
0534,Butesti Primary School
0535,Kindergarten Kamenka
0536,Kindergarten Butesti
0537,Kamenka Club
0538,Club Brinzeni
0540,Kamenka Library
0541,Library Brinzeni
0542,Library Butesti
0543,"Building Department, and municipal roads Telenesti"
0544,Folk band Javgureanca JAVGUR
0545,Central Accounting Kamenka
0546,Mayoralty of Camenca
0547,Gymnasium Cajba
0548,Kindergarten Cajba
0549,Community center Cajba
0550,Methodical Centre of Educational Directorate Telenesti
0551,Library Cajba
0552,State Historical-Ethnographic Museum Cajba
0553,Central Accounting Cajba
0554,Mayoralty of Cajba
0555,Mayoralty of Cobani
0556,Highschool Cobani
0557,Kindergarten Cobani
0558,Community center Cobani
0560,Central Accounting Cobani
0561,Mayoralty of Cuhnesti
0563,Rayon Psycho-Pedagogical Assistance Service Telenesti
0564,Education Directorate of the Central Accounting Telenesti
0566,Children's Library Cuhnesti
0567,Library Cuhnesti
0568,Library Bisericani
0569,Library Viisoara
0570,Methodical Centre of Educational Directorate Soroca
0571,Central Accounting Department of Social and Family Protection Orhei
0572,Folk band Salciora Hirtop
0573,Day care center for children Alexandreni
0574,Singerei Public Library
0575,Central Accounting Education Directorate of Soroca
0576,Directorate of education service group Soroca
0577,Center for Creative Direction education Soroca
0578,Soroca School Sports
0579,Highschool Cuhnesti
0580,Gymnasium Viisoara
0581,School Auxiliary Constantinople
0582,Central Accounting Cuhnesti
0583,Mayoralty of Limbenii Noi
0584,Gymnasium Limbenii November
0585,Fundurii Noi Kindergarten and Primary School
0586,Kindergarten Limbenii November
0587,Cultural Hall in November Limbenii
0588,Cultural Hall in November Fundurii
0589,Social canteen Oxentea
0590,Folk Colictivul Andries Lower Andrus
0591,Library Limbenii November
0592,Library Fundurii November
0593,Central Accounting Limbenii November
0594,Mayoralty of Limbenii Vechi
0595,Limbenii Vechi Theoretical Lyceum
0596,Limbenii Old Kindergarten
0597,Old Limbenii community center
0598,No library. 1 Old Limbenii
0599,Old Central Accounting Limbenii
0600,The old shelter Prodanesti
0601,Mayoralty of Hlina
0602,Floresti Stadium
0603,Mayoralty of Dusmani
0605,Kindergarten Enemies
0606,Community center Enemies
0608,Library Enemies
0610,Central Accounting Enemies
0611,Mayoralty of Petrunea
0612,Petrunea Theoretical Lyceum
0613,Community center Petrunea
0614,No library. 1 Petrunea
0616,Kindergarten no. 1 Petrunea
0617,Central Accounting Coropceni
0618,Central Accounting Petrunea
0619,Mayoralty of Sturzovca
0620,Sturzovca Gymnasium
0622,No library. 1 Sturzovca
0623,Cioropcani Kindergarten
0624,Community center Sturzovca
0625,Central Accounting Sturzovca
0626,Mayoralty of Ustia
0627,Gymnasium Ustia
0628,Kindergarten Ustia
0629,Community center Ustia
0630,Library Ustia
0633,Sectors and reforms Ialoveni
0634,Mayoralty of Fundurii Vechi
0635,Fundurii Vechi Theoretical Lyceum
0636,Direction of agriculture and food Ialoveni
0637,Old Fundurii community center
0639,Fundurii Old Library
0640,Land Relations and Cadastre Service Ialoveni
0641,Old Central Accounting Fundurii
0642,Mayoralty of Ciuciulea
0643,Ciuciulea Theoretical Lyceum
0644,Kindergarten no. 1 Ciuciulea
0645,No library. 1 Ciuciulea
0646,Community center Ciuciulea
0647,Central Accounting Ciuciulea
0648,Mayoralty of Iabloana
0649,"Iabloana Gymnasium, Russian"
0650,Kindergarten no. 1 Iabloana
0651,No community center. 1 Iabloana
0652,Finance Directorate Noi
0653,Anenii Noi Economy Service
0654,No library. 1 Iabloana
0655,Lyceum House Alexei Mateevici Causeni
0656,Central Accounting Iabloana
0657,Mayoralty of the city of Glodeni
0658,Highschool Glodeni
0661,Art School for Children Glodeni
0662,Kindergarten Ialpug
0663,Pinacoteca A. Cantemir Balti
0664,Central Accounting Glodeni
0665,Mayoralty of Albinetul Vechi
0666,Albinetul Vechi Theoretical Lyceum
0667,Albinetul Old Library
0668,New Albinetul Library
0669,Old Albinetul community center
0670,New community center Albinetul
0671,Mayoralty of Bocani
0672,Kindergarten hammer
0673,Gymnasium hammer
0674,Gymnasium Pietrosu
0675,Library hammer
0676,Library Pietrosu
0677,Cultural club hammer
0678,Community center Pietrosu
0679,Reliant group of Balti
0680,Mayoralty of Glinjeni
0681,"M. Corlateanu Theoretical Lyceum, Glinjeni"
0682,Anenii Noi Education Directorate
0683,Community center Glinjeni
0684,Kindergarten Glinjeni
0685,Mayoralty of Egorovca
0686,Egorovca Gymnasium
0687,Tar Station Gymnasium
0688,Library Egorovca
0689,Anenii Noi Education Directorate Curriculum Office
0690,Tar Station Library
0691,Community center Egorovca
0692,Tar Cultural Hall Station
0693,Community center Ciuluc
0694,Anenii Noi Education Directorate Centralized Accounting Office
0695,Mayoralty of Ilenuta
0696,Ilene Gymnasium
0697,Ilene Library
0698,Ilene Cultural Hall
0699,Mayoralty of Iscalau
0700,Gymnasium zoning
0701,Anenii Noi Education Directorate Service Team
0702,Gymnasium Doltu
0703,Burghelea Kindergarten and Primary School
0704,Zoning Library
0705,Tar Library
0706,Library Doltu
0707,Library Burghelea
0708,Community center zoning
0709,Tar Cultural Hall
0710,Community center Doltu
0711,Community center Burghelea
0712,Mayoralty of Izvoare
0713,Springs Gymnasium
0714,Springs community center
0715,No library. 1 Sources
0717,Mayoralty of Calinesti
0718,"Anenii Noi Culture, Tourism, and Sports Section"
0719,Calinesti Theoretical Lyceum
0720,Gymnasium Hincesti
0721,Gymnasium Chetris
0722,Calinesti Library
0723,Library Hincesti
0724,Library Chetris
0725,Community center Calinesti
0726,Community center Hincesti
0728,Mayoralty of Calugar
0729,Monk Gymnasium
0730,Musteata Gymnasium
0731,Library Monk
0732,Lastarasii Clisova Noua Folk Music and Dance Company
0733,Library Frumusica
0735,Monk community center
0736,New social cultural club
0737,Community center Musteata
0738,Mayoralty of Marandeni
0739,Marandeni Theoretical Lyceum
0740,Library Marandeni
0741,Community center Marandeni
0743,Mayoralty of Natalievca
0744,Kindergarten Octeabriscoe
0745,Popovca Gymnasium
0746,Gymnasium pump
0747,Suvorovca Kindergarten and Primary School
0748,Gymnasium Tambula
0749,Library Natalievca
0750,Clisova Noua Rustic Art Handicrafts Center
0751,Library Comarovca
0752,Library Belei
0753,Pump Library
0754,Comrat Sports School for Children
0755,Library Tambula
0756,Library Octeabriscoe
0757,Community center Natalievca
0758,Community center Popovca
0759,Community center Comarovca
0760,Community center Belei
0761,Pump House of Culture
0762,Community center Suvorovca
0764,Community center Octeabriscoe
0765,Lucian Blaga Lyceum Balti
0766,Balti Gymnasium No. 2
0767,Mayoralty of Navirnet
0769,"Stefan cel Mare si Sfint Theoretical Lyceum, Navirnet"
0770,Gymnasium Logofteni
0771,Library Navirnet
0772,Library Logofteni
0773,Community center Logofteni
0774,Mayoralty of Obreja Veche
0775,Obreja Veche Gymnasium
0776,Oreja Noua Kindergarten and Primary School
0777,Obreja Old Library
0778,Oreja New Library
0779,Old Obreja community center
0780,Oreja new community center
0782,Mayoralty of Pruteni
0783,Pruteni Gymnasium
0784,Kindergarten Pruteni
0785,Library Pruteni
0786,Valea Rusului Kindergarten and Primary School
0787,Community center Pruteni
0788,Rusului Valley community center
0789,Mayoralty of Pinzareni
0790,Kindergarten Pinzareni
0791,Gymnasium Pinzareni
0792,Mereseuca Kindergarten
0793,Library Pinzareni
0794,Library Moldovan woman
0795,Community center Pinzareni
0796,Community center Moldovan woman
0797,Mayoralty of Pirlita
0798,"D. Cantemir Theoretical Lyceum, Pirlita"
0799,Library Pirlita
0800,Community center Pirlita
0801,Mayoralty of Rautel
0802,Kindergarten Rautel
0803,Highschool A. Mateevici Rautel
0804,Library Rautel
0805,Mayoralty of Scumpia
0806,"Vasile Alecsandri Theoretical Lyceum, Scumpia"
0807,Dear Library
0808,"Anenii Noi Culture, Tourism, and Sports Section Centralized Accounting Office"
0809,Dear Cultural Hall
0810,Community center Magureanca
0811,Community center Hirtop
0812,Mayoralty of Sarata Veche
0813,"Gregore Vieru Theoretical Lyceum, Sarata Veche"
0814,Salt New Gymnasium
0815,Hitresti Kindergarten and Primary School
0816,Old Salt Library
0817,New Salt Library
0819,Old Salt House of Culture
0820,New Salt Cultural Hall
0821,Community center Hitresti
0822,Mayoralty of Falestii Noi
0823,Balti Gymnasium No. 3
0824,Library Falestii November
0826,New community center Pietrosul
0828,Mayoralty of Hiliuti
0829,Kindergarten Hili
0830,Hiliuti Gymnasium
0831,Hili Library
0832,New Rautel Library
0833,Hili Cultural Hall
0834,New community center Rautel
0835,Mayoralty of Horesti
0837,Balti Gymnasium No. 4
0838,Gymnasium Taxobeni
0839,Library Horesti
0841,Library Taxobeni
0843,Community center Horesti
0844,Community center Lucaceni
0845,Community center Taxobeni
0846,Hrubna new community center
0848,Mayoralty of Ciolacu Nou
0849,Ciolacu Nou Gymnasium
0850,Ciolacu Old Gymnasium
0851,Gymnasium promised
0852,New Ciolacu Library
0853,Ciolacu Old Library
0854,Library vow
0855,New community center Ciolacu
0856,Old Ciolacu community center
0857,Promised community center
0858,Mayoralty of the city of Falesti
0859,Kindergarten no. 4 - sugar factory Falesti
0860,Kindergarten no. 5 Falesti
0861,Kindergarten no. 6 Falesti
0862,Kindergarten no. 8 Falesti
0863,Central Accounting Gradiste
0864,Kindergarten no. 10 Falesti
0865,Kindergarten no. 12 Falesti
0866,"I. Creanga Theoretical Lyceum, Falesti"
0867,Eminescu Highschool Falesti
0868,Falesti Gymnasium No. 3
0869,No gymnasium. 4 Falesti
0870,Pushkin Lyceum Falesti
0871,No library. 1 Falesti
0872,House of Culture - sugar factory Falesti
0873,No community center. 2 Falesti
0874,Highschool M. Lomonosov Balti
0875,Balti Gymnasium No. 6
0876,No.7 Middle School
0877,Mayoralty of Alexandreni
0878,Highschool G. Gorikii Balti
0879,Gymnasium No.9
0880,Highschool G. Cosbuc Balti
0881,V. Mayakovsky theoretical Iiceul Balti
0882,Old Heciul community center
0883,Community center Tiplesti
0884,Community center Tipletesti
0885,Musical and dramatic theater Comrat
0886,Library Tiplesti
0887,Library Tipletesti
0888,Library Grigoresti
0889,Heciul Old Library
0890,"Anenii Noi Social Assistance, Youth, and Family Protection Directorate"
0891,Anenii Noi Home-Based Social Care Service
0892,Direction of agriculture and food Noi
0893,Mayoralty of Bilicenii Noi
0894,Stefan cel Mare Highschool Balti
0895,Balti Gymnasium No. 14
0896,Cultural Hall in November Bilicenii
0897,Cultural Hall in November Mindrestii
0898,Community center Lipovanca
0899,Library Bilicenii November
0900,Library Mindrestii November
0901,Balti Gymnasium No. 15
0902,Codreanca Assistant Parents Service
0903,Mayoralty of Bilicenii Vechi
0904,Bilicenii Old Kindergarten
0905,Pushkin Lyceum Balti
0906,Highschool A. J. Cuza Balti
0907,Old Bilicenii community center
0908,Community center tail Iazului
0909,Bilicenii Old Library
0910,Library Iazului tail
0911,Elizaveta Gymnasium No. 19
0912,Mayoralty of Chiscareni
0913,Highschool V. Alexandri Balti
0914,Primary School no. 21 Balti
0915,Kindergarten no. A Balti
0916,Kindergarten no. 2 Balti
0917,Kindergarten no. March Balti
0918,Kindergarten no. 4 Balti
0919,Creative and entertainment center for children Chiscareni
0920,Kindergarten Chiscareni
0921,Slobozia-cultural club Chiscareni
0922,"Anenii Noi Directorate for Regional Development, Reform, and Attracting Investment in Construction, Community Amenities, and Roads"
0923,Land Relations and Cadastre Service Noi
0924,Finance Directorate Criuleni
0928,"General Directorate of Education, Youth and Sports Criuleni"
0929,Mayoralty of Copaceni
