admin2,admin3,admin4,admin5,admin6,amount
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Gymnasiums,38192.0
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Home care services,251500.0
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Interest payments on the loans granted by finance facilities,449869.78
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Libraries,371433.92
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Local public administration authorities reserves fund,397650.0
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Other culture/artistic measures,434378.0
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Other social support and care actions and facilities,510826.78
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Physical education and sports,250925.0
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Physical education and sports facilities,335513.71
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Preschool facilities,13900481.429999998
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Roads office,1207494.0
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Shelters for the elderly and disabled,1303177.25
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Social day care centers for children,474150.35000000003
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,TV and radio broadcasting,112900.55
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,"Theatres, philharmonics, music groups and bands",2112555.58
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Urban planning/development in municipalities,9279279.4
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,Youth activities,94429.26
District Council ATU Gagauzia,NO DATA,Mayoralty of municipality of Comrat,NO DATA,other costs,1247366.1400000001
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Administrative-military activities,0.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Centralized accounting offices,172266.27
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Confessions related measures,13900.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,"Culture palaces and houses, clubs and other similar facilities",692733.0599999998
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,"Districts, towns, villages (communities) planning/development",1452210.25
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Executive authorities under the local public administration authorities,1934814.3099999996
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Gymnasiums,65127.6
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Home care services,124752.59
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Housing,19900.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Local public administration authorities reserves fund,40113.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Lyceums,122423.78
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Museums and exhibitions,115387.81
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Other culture/artistic measures,17925.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Other social support and care actions and facilities,10900.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Physical education and sports,10780.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Preschool facilities,11464933.730000002
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Production Department of the utilities office and for the housing operation office,57562.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Schools/kindergartens,317703.45
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Shelters for the elderly and disabled,1057140.25
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Street lights,258677.02
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Summer recreation for children,243264.69
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Support for the young teaching staff from rural areas,1500.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,"Theatres, philharmonics, music groups and bands",700.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,Youth activities,0.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Ceadir-Lunga,NO DATA,other costs,1389274.76
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Administrative-military activities,10300.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Centralized accounting offices,96401.17
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",657899.06
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,"Districts, towns, villages (communities) planning/development",1518853.25
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Executive authorities under the local public administration authorities,2126547.32
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Gymnasiums,8199.76
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Home care services,92807.38
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Libraries,590894.1999999998
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Local public administration authorities reserves fund,171999.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Lyceums,24349.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Museums and exhibitions,191416.78
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Other culture/artistic measures,25323.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Other social support and care actions and facilities,64265.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Physical education and sports,19668.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Physical education and sports facilities,47350.95
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Preschool facilities,8977589.470000003
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Shelters for the elderly and disabled,492453.26999999996
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Social day care centers for children,497860.82999999996
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Street lights,144403.77
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Support for the young teaching staff from rural areas,1888.0
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,Youth activities,27259.5
District Council ATU Gagauzia,NO DATA,Mayoralty of the city of Vulcanesti,NO DATA,other costs,631243.01
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Administrative-military activities,191724.29
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Centralized accounting offices,583544.2700000001
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Centralized administrative maintenance services,131838.35
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Centralized allocations,421859.34
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Community information and services office,102100.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Community-based social assistance services,1272738.6099999999
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Compensations provided to exonerated citizens,229637.05
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,"Culture palaces and houses, clubs and other similar facilities",2654710.58
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Editorials of periodicals,200000.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Engineering networks,0.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Executive authorities under the local public administration authorities,7218611.4700000025
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Extracurricular measures and facilities for children,1501500.6400000004
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Family support service,29000.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Foster care service,128806.9
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Gymnasiums,31347128.750000004
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Home care services,2122137.18
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Libraries,468595.94000000006
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Local public administration authorities reserves fund,511628.83
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Lyceums,36454347.12000001
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,"Measures taken towards organizing graduation exams in lower secondary education facilities, secondary education facilities and bachelor degree exams in upper secondary education schools",103239.01
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Methodological work and technical provisions in education,701100.69
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Municipal/district service for psycho-pedagogical assistance,763846.8400000001
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Orphanages,0.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Other education actions and facilities,0.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Other social support and care actions and facilities,2359957.1
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Personal assistance service,267726.67
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Physical education and sports,268598.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Physical education and sports facilities,1986163.1
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Population social support funds,2225014.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Preschool facilities,0.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Primary schools,1686303.3499999999
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Prosthetics and orthopedics services,33116.08
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Repayment of preferential loans granted to certain groups of population,23000.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Roads office,1728699.13
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Schools/kindergartens,2358716.120000001
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Shelters for the elderly and disabled,926334.6099999999
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Social day care centers for children,0.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Social service Community Housing,222309.08
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Social service Mobile Squad,192971.62999999998
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Special regimen boarding schools,4211045.4
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Street lights,0.0
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Summer recreation for children,1517733.6800000002
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Support for the young teaching staff from rural areas,73604.5
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Travel compensations for war veterans and the disabled,90165.6
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,Youth activities,32490.6
District Council Anenii Noi,NO DATA,District Council Anenii Noi,NO DATA,other costs,595772.29
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Centralized accounting offices,22367.530000000002
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",0.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,"Districts, towns, villages (communities) planning/development",0.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Executive authorities under the local public administration authorities,433514.82
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Gymnasiums,55200.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Libraries,31908.470000000005
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Other social support and care actions and facilities,3600.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Physical education and sports,4000.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Preschool facilities,465377.54
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Support for the young teaching staff from rural areas,2926.62
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,Youth activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Botnaresti,NO DATA,other costs,31516.51
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Centralized accounting offices,54155.149999999994
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,"Culture palaces and houses, clubs and other similar facilities",106111.45999999999
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,"Districts, towns, villages (communities) planning/development",179402.03
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Environment funds,181806.94
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Executive authorities under the local public administration authorities,874957.7699999999
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Libraries,94977.99
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Local public administration authorities reserves fund,33000.0
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Lyceums,79496.08
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Other social support and care actions and facilities,103800.0
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Physical education and sports,12400.0
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Preschool facilities,2377114.6900000004
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Production Department of the utilities office and for the housing operation office,98886.22000000002
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Summer recreation for children,22000.0
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,Youth activities,3840.0
District Council Anenii Noi,NO DATA,Mayoralty of Bulboaca,NO DATA,other costs,83136.1
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Administrative-military activities,500.0
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Centralized accounting offices,23163.78
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,"Culture palaces and houses, clubs and other similar facilities",521279.08
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,"Districts, towns, villages (communities) planning/development",5923.14
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Executive authorities under the local public administration authorities,1198730.83
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Libraries,36536.3
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Local public administration authorities reserves fund,150478.0
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Other social support and care actions and facilities,75100.0
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Physical education and sports,4000.0
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Preschool facilities,818271.78
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Production Department of the utilities office and for the housing operation office,33192.25
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Rehabilitation centers for the retired and disabled,504564.98999999993
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Social aid canteen services,67678.86
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Street lights,100921.0
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,Youth activities,3300.0
District Council Anenii Noi,NO DATA,Mayoralty of Calfa,NO DATA,other costs,48006.05
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Administrative-military activities,1000.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Centralized accounting offices,51561.71
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Centralized allocations,16830.18
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,"Culture palaces and houses, clubs and other similar facilities",58604.59
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,"Districts, towns, villages (communities) planning/development",176367.34
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Environment funds,178731.63
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Executive authorities under the local public administration authorities,566223.8900000001
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Gymnasiums,65180.38
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Libraries,85023.23000000001
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Other social support and care actions and facilities,108800.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Physical education and sports,18974.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Physical education and sports facilities,5692.47
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Preschool facilities,1913256.8099999996
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Roads office,199972.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Summer recreation for children,16462.57
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Support for the young teaching staff from rural areas,4000.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,Youth activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Chetrosu,NO DATA,other costs,45941.12
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Centralized accounting offices,22974.559999999998
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,"Culture palaces and houses, clubs and other similar facilities",129767.83
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,"Districts, towns, villages (communities) planning/development",20575.45
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Executive authorities under the local public administration authorities,563142.0
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Libraries,35353.36
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Other social support and care actions and facilities,52700.0
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Physical education and sports,4500.0
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Physical education and sports facilities,6076.61
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Preschool facilities,808631.88
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Production Department of the utilities office and for the housing operation office,131144.16999999998
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,Youth activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Chirca,NO DATA,other costs,20457.81
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Centralized accounting offices,51451.61000000001
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,"Culture palaces and houses, clubs and other similar facilities",237638.00999999995
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,"Districts, towns, villages (communities) planning/development",152650.03
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Executive authorities under the local public administration authorities,505304.07999999996
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Gymnasiums,9294.0
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Libraries,87226.03
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Net lending,-1982.33
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Other social support and care actions and facilities,37000.0
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Physical education and sports,32923.7
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Physical education and sports facilities,15211.26
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Preschool facilities,444383.6899999999
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Production Department of the utilities office and for the housing operation office,100000.0
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,Youth activities,1400.0
District Council Anenii Noi,NO DATA,Mayoralty of Ciobanovca,NO DATA,other costs,46784.909999999996
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Administrative-military activities,500.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Centralized accounting offices,24378.059999999998
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,"Culture palaces and houses, clubs and other similar facilities",49061.47
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,"Districts, towns, villages (communities) planning/development",25537.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Executive authorities under the local public administration authorities,498844.47000000003
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Libraries,43851.19
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Other social support and care actions and facilities,63000.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Physical education and sports,6675.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Physical education and sports facilities,59172.28
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Preschool facilities,1167689.79
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Youth activities,1000.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,Youth facilities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Noua,NO DATA,other costs,25900.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Centralized accounting offices,44542.22
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,"Culture palaces and houses, clubs and other similar facilities",157727.88
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,"Districts, towns, villages (communities) planning/development",29360.12
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Executive authorities under the local public administration authorities,458161.99999999994
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Gymnasiums,96464.42
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Libraries,44752.39
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Local public administration authorities reserves fund,4500.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Other social support and care actions and facilities,156624.09000000003
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Physical education and sports,4000.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Preschool facilities,1196141.7399999998
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Production Department of the utilities office and for the housing operation office,79570.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Support for the young teaching staff from rural areas,4518.8
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,Youth activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Cobusca Veche,NO DATA,other costs,63809.1
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Administrative-military activities,336.0
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Centralized accounting offices,22086.519999999997
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,"Culture palaces and houses, clubs and other similar facilities",57799.51
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,"Districts, towns, villages (communities) planning/development",24159.72
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Executive authorities under the local public administration authorities,494333.49999999994
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Libraries,42242.159999999996
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Other social support and care actions and facilities,55080.0
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Physical education and sports,19023.16
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Physical education and sports facilities,21004.79
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Preschool facilities,926720.15
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,Youth activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Delacau,NO DATA,other costs,117768.84000000001
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Centralized accounting offices,46707.3
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",140209.25
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,"Districts, towns, villages (communities) planning/development",234439.52
